state,end_date,pollster_rating_name,poll_id,partisan,sample_size,methodology,population,candidate_name,pct,raw_sample_size,candidates_tested,poll_sample_size_weight,number_options,undecided,numeric_grade,pollster_wt,cumulative_poll_wt,methodology_simple,region_computed,region_census_big,region_census_small
National,2024-06-24,McLaughlin & Associates,87250,center/independent,1000,Online Panel,lv,Donald Trump,39.0,1000,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9965182684649138,6,14.0,0.5,0.7378995589934217,0.5217737819988114,Online Non-Prob Panel,,,
Colorado,2024-06-24,Global Strategy Group,87334,left,800,Live Phone/Online Panel,rv,Robert F. Kennedy,12.0,800,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8913130356431728,5,10.0,1.77,1.0121574271759597,1.0121574271759597,Includes Live Phone,Southwest,West,Mountain
Colorado,2024-06-24,Global Strategy Group,87334,left,800,Live Phone/Online Panel,rv,Joe Biden,42.0,800,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8913130356431728,5,10.0,1.77,1.0121574271759597,1.0121574271759597,Includes Live Phone,Southwest,West,Mountain
Colorado,2024-06-24,Global Strategy Group,87334,left,800,Live Phone/Online Panel,rv,Donald Trump,36.0,800,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8913130356431728,5,10.0,1.77,1.0121574271759597,1.0121574271759597,Includes Live Phone,Southwest,West,Mountain
National,2024-06-20,Morning Consult,87234,center/independent,1500,Online Panel,rv,Joe Biden,43.0,4000,Donald Trump Joe Biden,1.836678059957297,2,13.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-06-20,Morning Consult,87234,center/independent,1500,Online Panel,rv,Donald Trump,44.0,4000,Donald Trump Joe Biden,1.836678059957297,2,13.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
Maryland,2024-06-20,Public Policy Polling,87222,center/independent,635,IVR/Text,rv,Joe Biden,56.0,635,Donald Trump Joe Biden,0.7940943890426608,2,14.0,1.32,0.940585398419418,0.940585398419418,IVR/Mostly IVR,Northeast,Northeast,Middle Atlantic
Maryland,2024-06-20,Public Policy Polling,87222,center/independent,635,IVR/Text,rv,Donald Trump,30.0,635,Donald Trump Joe Biden,0.7940943890426608,2,14.0,1.32,0.940585398419418,0.940585398419418,IVR/Mostly IVR,Northeast,Northeast,Middle Atlantic
National,2024-06-21,YouGov,87221,center/independent,1500,Online Panel,lv,Joe Biden,49.0,1878,Donald Trump Joe Biden,1.3656300312763094,2,1.0,2.98,1.1529455986082322,0.7605592003503581,Online Non-Prob Panel,,,
National,2024-06-21,YouGov,87221,center/independent,1500,Online Panel,lv,Donald Trump,50.0,1878,Donald Trump Joe Biden,1.3656300312763094,2,1.0,2.98,1.1529455986082322,0.7605592003503581,Online Non-Prob Panel,,,
Arizona,2024-06-20,North Star Opinion Research,87219,center/independent,600,Live Phone,lv,Robert F. Kennedy,13.0,600,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7718997315912125,5,13.0,1.07,0.8924845242001659,0.8924845242001659,Live Phone,Southwest,West,Southwest
Arizona,2024-06-20,North Star Opinion Research,87219,center/independent,600,Live Phone,lv,Joe Biden,32.0,600,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7718997315912125,5,13.0,1.07,0.8924845242001659,0.8924845242001659,Live Phone,Southwest,West,Southwest
Arizona,2024-06-20,North Star Opinion Research,87219,center/independent,600,Live Phone,lv,Donald Trump,42.0,600,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7718997315912125,5,13.0,1.07,0.8924845242001659,0.8924845242001659,Live Phone,Southwest,West,Southwest
Missouri,2024-06-19,Emerson College,87216,center/independent,1000,IVR/Online Panel,rv,Robert F. Kennedy,6.5,1000,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9965182684649138,5,8.5,2.92,1.147097841545351,1.147097841545351,IVR/Mostly IVR,South,Midwest,West North Central
Missouri,2024-06-19,Emerson College,87216,center/independent,1000,IVR/Online Panel,rv,Joe Biden,34.6,1000,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9965182684649138,5,8.5,2.92,1.147097841545351,1.147097841545351,IVR/Mostly IVR,South,Midwest,West North Central
Missouri,2024-06-19,Emerson College,87216,center/independent,1000,IVR/Online Panel,rv,Donald Trump,50.4,1000,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9965182684649138,5,8.5,2.92,1.147097841545351,1.147097841545351,IVR/Mostly IVR,South,Midwest,West North Central
National,2024-06-24,YouGov,87365,center/independent,1500,Online Panel,rv,Robert F. Kennedy,4.6,2750,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.6525385966163852,5,9.200000000000005,2.98,1.1529455986082322,0.7605592003503581,Online Non-Prob Panel,,,
National,2024-06-24,YouGov,87365,center/independent,1500,Online Panel,rv,Joe Biden,44.3,2750,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.6525385966163852,5,9.200000000000005,2.98,1.1529455986082322,0.7605592003503581,Online Non-Prob Panel,,,
National,2024-06-24,YouGov,87365,center/independent,1500,Online Panel,rv,Donald Trump,41.9,2750,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.6525385966163852,5,9.200000000000005,2.98,1.1529455986082322,0.7605592003503581,Online Non-Prob Panel,,,
North Dakota,2024-06-19,Public Opinion Strategies,87268,center/independent,500,Live Phone,lv,Joe Biden,28.0,500,Donald Trump Joe Biden,0.704644825207817,2,10.0,1.61,0.9884648235601275,0.9884648235601275,Live Phone,Plains,Midwest,West North Central
North Dakota,2024-06-19,Public Opinion Strategies,87268,center/independent,500,Live Phone,lv,Donald Trump,62.0,500,Donald Trump Joe Biden,0.704644825207817,2,10.0,1.61,0.9884648235601275,0.9884648235601275,Live Phone,Plains,Midwest,West North Central
National,2024-06-18,YouGov,87204,center/independent,1396,Online Panel,rv,Robert F. Kennedy,4.0,1396,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.1774106881205455,5,12.0,2.98,1.1529455986082322,0.7605592003503581,Online Non-Prob Panel,,,
National,2024-06-18,YouGov,87204,center/independent,1396,Online Panel,rv,Joe Biden,42.0,1396,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.1774106881205455,5,12.0,2.98,1.1529455986082322,0.7605592003503581,Online Non-Prob Panel,,,
National,2024-06-18,YouGov,87204,center/independent,1396,Online Panel,rv,Donald Trump,42.0,1396,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.1774106881205455,5,12.0,2.98,1.1529455986082322,0.7605592003503581,Online Non-Prob Panel,,,
National,2024-06-20,Clarity Campaign Labs,87378,center/independent,1002,Online Panel,lv,Joe Biden,47.0,1002,Donald Trump Joe Biden,0.9975142889718815,2,7.0,1.57,0.9822672464524512,0.9822672464524512,Online Non-Prob Panel,,,
National,2024-06-20,Clarity Campaign Labs,87378,center/independent,1002,Online Panel,lv,Donald Trump,46.0,1002,Donald Trump Joe Biden,0.9975142889718815,2,7.0,1.57,0.9822672464524512,0.9822672464524512,Online Non-Prob Panel,,,
Pennsylvania,2024-06-19,The Bullfinch Group,87295,center/independent,800,Online Panel,rv,Joe Biden,45.0,800,Donald Trump Joe Biden,0.8913130356431728,2,11.0,,1.0,1.0,Online Non-Prob Panel,Rust Belt,Midwest,Middle Atlantic
Pennsylvania,2024-06-19,The Bullfinch Group,87295,center/independent,800,Online Panel,rv,Donald Trump,44.0,800,Donald Trump Joe Biden,0.8913130356431728,2,11.0,,1.0,1.0,Online Non-Prob Panel,Rust Belt,Midwest,Middle Atlantic
National,2024-06-18,YouGov,87267,left,1500,Online Panel,rv,Robert F. Kennedy,4.0,2015,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.414564614522569,6,6.0,2.98,1.1529455986082322,0.7605592003503581,Online Non-Prob Panel,,,
National,2024-06-18,YouGov,87267,left,1500,Online Panel,rv,Joe Biden,45.0,2015,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.414564614522569,6,6.0,2.98,1.1529455986082322,0.7605592003503581,Online Non-Prob Panel,,,
National,2024-06-18,YouGov,87267,left,1500,Online Panel,rv,Donald Trump,45.0,2015,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,1.414564614522569,6,6.0,2.98,1.1529455986082322,0.7605592003503581,Online Non-Prob Panel,,,
Wisconsin,2024-06-20,Marquette University Law School,87248,center/independent,784,Live Phone/Email,lv,Robert F. Kennedy,7.0,784,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8823548883285562,6,7.0,2.99,1.153911620066077,1.153911620066077,Includes Live Phone,Rust Belt,Midwest,East North Central
Wisconsin,2024-06-20,Marquette University Law School,87248,center/independent,784,Live Phone/Email,lv,Joe Biden,42.0,784,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8823548883285562,6,7.0,2.99,1.153911620066077,1.153911620066077,Includes Live Phone,Rust Belt,Midwest,East North Central
Wisconsin,2024-06-20,Marquette University Law School,87248,center/independent,784,Live Phone/Email,lv,Donald Trump,44.0,784,Chase Oliver Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.8823548883285562,6,7.0,2.99,1.153911620066077,1.153911620066077,Includes Live Phone,Rust Belt,Midwest,East North Central
National,2024-06-17,Morning Consult,87229,center/independent,1500,Online Panel,rv,Joe Biden,44.0,4000,Donald Trump Joe Biden,1.836678059957297,2,13.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-06-17,Morning Consult,87229,center/independent,1500,Online Panel,rv,Donald Trump,43.0,4000,Donald Trump Joe Biden,1.836678059957297,2,13.0,1.8,1.016419236906677,0.6704973790399477,Online Non-Prob Panel,,,
National,2024-06-17,Redfield & Wilton Strategies,87224,center/independent,1148,Online Panel,lv,Robert F. Kennedy,7.0,1148,Donald Trump Joe Biden Robert F. Kennedy,1.067717125915468,3,11.0,1.84,1.0220195548231945,0.7226769577207374,Online Non-Prob Panel,,,
National,2024-06-17,Redfield & Wilton Strategies,87224,center/independent,1148,Online Panel,lv,Joe Biden,41.0,1148,Donald Trump Joe Biden Robert F. Kennedy,1.067717125915468,3,11.0,1.84,1.0220195548231945,0.7226769577207374,Online Non-Prob Panel,,,
National,2024-06-17,Redfield & Wilton Strategies,87224,center/independent,1148,Online Panel,lv,Donald Trump,41.0,1148,Donald Trump Joe Biden Robert F. Kennedy,1.067717125915468,3,11.0,1.84,1.0220195548231945,0.7226769577207374,Online Non-Prob Panel,,,
Wisconsin,2024-06-20,The Tyson Group,87260,right,650,Live Phone/Text-to-Web,lv,Robert F. Kennedy,4.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,9.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Rust Belt,Midwest,East North Central
Wisconsin,2024-06-20,The Tyson Group,87260,right,650,Live Phone/Text-to-Web,lv,Joe Biden,42.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,9.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Rust Belt,Midwest,East North Central
Wisconsin,2024-06-20,The Tyson Group,87260,right,650,Live Phone/Text-to-Web,lv,Donald Trump,45.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,9.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Rust Belt,Midwest,East North Central
Nevada,2024-06-20,The Tyson Group,87259,right,650,Live Phone/Text-to-Web,lv,Robert F. Kennedy,8.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,15.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Southwest,West,Southwest
Nevada,2024-06-20,The Tyson Group,87259,right,650,Live Phone/Text-to-Web,lv,Joe Biden,37.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,15.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Southwest,West,Southwest
Nevada,2024-06-20,The Tyson Group,87259,right,650,Live Phone/Text-to-Web,lv,Donald Trump,40.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,15.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Southwest,West,Southwest
Michigan,2024-06-20,The Tyson Group,87258,right,650,Live Phone/Text-to-Web,lv,Robert F. Kennedy,8.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,9.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Rust Belt,Midwest,East North Central
Michigan,2024-06-20,The Tyson Group,87258,right,650,Live Phone/Text-to-Web,lv,Joe Biden,40.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,9.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Rust Belt,Midwest,East North Central
Michigan,2024-06-20,The Tyson Group,87258,right,650,Live Phone/Text-to-Web,lv,Donald Trump,43.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,9.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Rust Belt,Midwest,East North Central
Georgia,2024-06-20,The Tyson Group,87257,right,650,Live Phone/Text-to-Web,lv,Robert F. Kennedy,6.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,14.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Southeast,South,South Atlantic
Georgia,2024-06-20,The Tyson Group,87257,right,650,Live Phone/Text-to-Web,lv,Joe Biden,35.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,14.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Southeast,South,South Atlantic
Georgia,2024-06-20,The Tyson Group,87257,right,650,Live Phone/Text-to-Web,lv,Donald Trump,45.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,14.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Southeast,South,South Atlantic
Arizona,2024-06-20,The Tyson Group,87256,right,650,Live Phone/Text-to-Web,lv,Robert F. Kennedy,7.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,10.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Southwest,West,Southwest
Arizona,2024-06-20,The Tyson Group,87256,right,650,Live Phone/Text-to-Web,lv,Joe Biden,36.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,10.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Southwest,West,Southwest
Arizona,2024-06-20,The Tyson Group,87256,right,650,Live Phone/Text-to-Web,lv,Donald Trump,47.0,650,Donald Trump Joe Biden Robert F. Kennedy,0.8034187131252305,3,10.0,1.06,0.8903919317863989,0.8903919317863989,Live Phone + Text-to-Web,Southwest,West,Southwest
Texas,2024-06-20,University of Texas at Tyler Center for Opinion Research,87251,center/independent,931,Live Phone/Online Panel,lv,Robert F. Kennedy,8.0,931,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9615239476408232,5,4.0,1.9,1.030251249567729,1.030251249567729,Includes Live Phone,Tex-ish,South,West South Central
Texas,2024-06-20,University of Texas at Tyler Center for Opinion Research,87251,center/independent,931,Live Phone/Online Panel,lv,Joe Biden,41.0,931,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9615239476408232,5,4.0,1.9,1.030251249567729,1.030251249567729,Includes Live Phone,Tex-ish,South,West South Central
Texas,2024-06-20,University of Texas at Tyler Center for Opinion Research,87251,center/independent,931,Live Phone/Online Panel,lv,Donald Trump,47.0,931,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9615239476408232,5,4.0,1.9,1.030251249567729,1.030251249567729,Includes Live Phone,Tex-ish,South,West South Central
Georgia,2024-06-20,University of Georgia School of Public and International Affairs,87239,center/independent,1000,,lv,Robert F. Kennedy,8.5,1000,Chase Oliver Donald Trump Joe Biden Robert F. Kennedy,0.9965182684649138,4,11.199999999999989,2.2,1.0687113455006916,1.0687113455006916,Other,Southeast,South,South Atlantic
Georgia,2024-06-20,University of Georgia School of Public and International Affairs,87239,center/independent,1000,,lv,Joe Biden,37.6,1000,Chase Oliver Donald Trump Joe Biden Robert F. Kennedy,0.9965182684649138,4,11.199999999999989,2.2,1.0687113455006916,1.0687113455006916,Other,Southeast,South,South Atlantic
Georgia,2024-06-20,University of Georgia School of Public and International Affairs,87239,center/independent,1000,,lv,Donald Trump,42.7,1000,Chase Oliver Donald Trump Joe Biden Robert F. Kennedy,0.9965182684649138,4,11.199999999999989,2.2,1.0687113455006916,1.0687113455006916,Other,Southeast,South,South Atlantic
Nevada,2024-06-18,Fabrizio Lee & Associates/Impact Research,87238,center/independent,600,Live Phone/Text-to-Web,lv,Robert F. Kennedy,10.0,600,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7718997315912125,5,9.0,1.68,0.9990381438054214,0.9990381438054214,Live Phone + Text-to-Web,Southwest,West,Southwest
Nevada,2024-06-18,Fabrizio Lee & Associates/Impact Research,87238,center/independent,600,Live Phone/Text-to-Web,lv,Joe Biden,37.0,600,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7718997315912125,5,9.0,1.68,0.9990381438054214,0.9990381438054214,Live Phone + Text-to-Web,Southwest,West,Southwest
Nevada,2024-06-18,Fabrizio Lee & Associates/Impact Research,87238,center/independent,600,Live Phone/Text-to-Web,lv,Donald Trump,44.0,600,Chase Oliver Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.7718997315912125,5,9.0,1.68,0.9990381438054214,0.9990381438054214,Live Phone + Text-to-Web,Southwest,West,Southwest
Georgia,2024-06-18,Emerson College,87213,center/independent,1000,IVR/Online Panel/Text-to-Web,rv,Robert F. Kennedy,5.9,1000,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9965182684649138,5,11.799999999999995,2.92,1.147097841545351,1.147097841545351,IVR/Mostly IVR,Southeast,South,South Atlantic
Georgia,2024-06-18,Emerson College,87213,center/independent,1000,IVR/Online Panel/Text-to-Web,rv,Joe Biden,37.4,1000,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9965182684649138,5,11.799999999999995,2.92,1.147097841545351,1.147097841545351,IVR/Mostly IVR,Southeast,South,South Atlantic
Georgia,2024-06-18,Emerson College,87213,center/independent,1000,IVR/Online Panel/Text-to-Web,rv,Donald Trump,44.9,1000,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9965182684649138,5,11.799999999999995,2.92,1.147097841545351,1.147097841545351,IVR/Mostly IVR,Southeast,South,South Atlantic
Wisconsin,2024-06-18,Emerson College,87212,center/independent,1000,IVR/Online Panel/Text-to-Web,rv,Robert F. Kennedy,6.1,1000,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9965182684649138,5,8.100000000000009,2.92,1.147097841545351,1.147097841545351,IVR/Mostly IVR,Rust Belt,Midwest,East North Central
Wisconsin,2024-06-18,Emerson College,87212,center/independent,1000,IVR/Online Panel/Text-to-Web,rv,Joe Biden,42.0,1000,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9965182684649138,5,8.100000000000009,2.92,1.147097841545351,1.147097841545351,IVR/Mostly IVR,Rust Belt,Midwest,East North Central
Wisconsin,2024-06-18,Emerson College,87212,center/independent,1000,IVR/Online Panel/Text-to-Web,rv,Donald Trump,43.8,1000,Cornel West Donald Trump Jill Stein Joe Biden Robert F. Kennedy,0.9965182684649138,5,8.100000000000009,2.92,1.147097841545351,1.147097841545351,IVR/Mostly IVR,Rust Belt,Midwest,East North Central
